starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 21:21:57 2024	1730838117	4	216	220	210
Tue Nov 05 21:21:11 2024	1730838071	3	217	220	210
Tue Nov 05 21:21:39 2024	1730838099	5	215	220	0
Tue Nov 05 21:21:23 2024	1730838083	4	216	220	210
Tue Nov 05 21:21:34 2024	1730838094	6	215	220	0
Tue Nov 05 21:21:31 2024	1730838091	6	215	221	0
Tue Nov 05 21:21:11 2024	1730838071	5	216	221	210
Tue Nov 05 21:21:18 2024	1730838078	4	216	221	0
Tue Nov 05 21:21:40 2024	1730838100	5	216	221	0
Tue Nov 05 21:21:55 2024	1730838115	4	216	221	211
Tue Nov 05 21:21:57 2024	1730838117	4	217	221	211
Tue Nov 05 21:21:15 2024	1730838075	5	216	221	0
Tue Nov 05 21:21:43 2024	1730838103	4	217	221	211
Tue Nov 05 21:21:29 2024	1730838089	4	217	221	0
Tue Nov 05 21:21:06 2024	1730838066	5	216	221	210
Tue Nov 05 21:21:02 2024	1730838062	5	216	221	0
Tue Nov 05 21:21:13 2024	1730838073	3	217	221	212
Tue Nov 05 21:21:14 2024	1730838074	5	216	221	0
Tue Nov 05 21:21:39 2024	1730838099	4	217	221	0
Tue Nov 05 21:21:37 2024	1730838097	17	204	221	0
Tue Nov 05 21:21:16 2024	1730838076	5	216	221	0
Tue Nov 05 21:21:26 2024	1730838086	4	217	221	0
Tue Nov 05 21:21:42 2024	1730838102	5	216	221	0
Tue Nov 05 21:21:23 2024	1730838083	6	215	221	210
Tue Nov 05 21:21:45 2024	1730838105	4	217	221	210
Tue Nov 05 21:21:16 2024	1730838076	5	217	221	0
Tue Nov 05 21:21:30 2024	1730838090	6	216	221	0
Tue Nov 05 21:21:08 2024	1730838068	4	218	221	212
Tue Nov 05 21:21:48 2024	1730838108	6	215	221	0
Tue Nov 05 21:21:18 2024	1730838078	3	218	221	212
Tue Nov 05 21:21:18 2024	1730838078	5	217	222	0
Tue Nov 05 21:21:24 2024	1730838084	4	217	222	0
Tue Nov 05 21:21:04 2024	1730838064	3	218	222	212
Tue Nov 05 21:21:05 2024	1730838065	3	219	222	210
Tue Nov 05 21:21:15 2024	1730838075	5	217	222	0
Tue Nov 05 21:21:20 2024	1730838080	5	216	222	0
Tue Nov 05 21:21:51 2024	1730838111	3	219	222	212
Tue Nov 05 21:21:47 2024	1730838107	7	215	222	0
Tue Nov 05 21:21:44 2024	1730838104	5	217	222	0
Tue Nov 05 21:21:18 2024	1730838078	5	217	222	0
Tue Nov 05 21:21:07 2024	1730838067	5	217	222	0
Tue Nov 05 21:21:44 2024	1730838104	6	216	222	0
Tue Nov 05 21:21:04 2024	1730838064	8	214	222	0
Tue Nov 05 21:21:22 2024	1730838082	6	216	222	0
Tue Nov 05 21:21:34 2024	1730838094	5	217	222	0
Tue Nov 05 21:21:54 2024	1730838114	4	218	222	0
Tue Nov 05 21:21:50 2024	1730838110	4	218	222	0
Tue Nov 05 21:21:19 2024	1730838079	4	219	222	212
Tue Nov 05 21:21:54 2024	1730838114	5	217	222	210
Tue Nov 05 21:21:23 2024	1730838083	6	216	222	0
Tue Nov 05 21:22:00 2024	1730838120	5	217	222	0
Tue Nov 05 21:21:05 2024	1730838065	4	219	223	213
Tue Nov 05 21:21:32 2024	1730838092	7	216	223	0
Tue Nov 05 21:21:29 2024	1730838089	5	218	223	0
Tue Nov 05 21:21:11 2024	1730838071	6	216	223	0
Tue Nov 05 21:21:20 2024	1730838080	5	218	223	0
Tue Nov 05 21:21:11 2024	1730838071	4	219	223	212
Tue Nov 05 21:21:32 2024	1730838092	7	216	223	0
Tue Nov 05 21:21:07 2024	1730838067	5	218	223	213
Tue Nov 05 21:21:24 2024	1730838084	6	217	223	0
Tue Nov 05 21:22:00 2024	1730838120	4	218	223	0
Tue Nov 05 21:21:27 2024	1730838087	5	218	223	0
Tue Nov 05 21:21:06 2024	1730838066	5	218	223	213
Tue Nov 05 21:21:21 2024	1730838081	7	217	223	0
Tue Nov 05 21:21:37 2024	1730838097	5	218	223	213
Tue Nov 05 21:21:40 2024	1730838100	4	219	223	211
Tue Nov 05 21:21:31 2024	1730838091	4	220	223	213
Tue Nov 05 21:21:58 2024	1730838118	5	218	223	0
Tue Nov 05 21:21:35 2024	1730838095	4	219	223	0
Tue Nov 05 21:21:48 2024	1730838108	5	218	223	0
Tue Nov 05 21:21:46 2024	1730838106	6	218	223	0
Tue Nov 05 21:21:03 2024	1730838063	5	219	223	0
Tue Nov 05 21:21:55 2024	1730838115	5	218	224	212
Tue Nov 05 21:21:15 2024	1730838075	5	219	224	211
Tue Nov 05 21:21:15 2024	1730838075	5	218	224	211
Tue Nov 05 21:21:27 2024	1730838087	3	221	224	215
Tue Nov 05 21:21:34 2024	1730838094	5	219	224	0
Tue Nov 05 21:21:16 2024	1730838076	4	219	224	214
Tue Nov 05 21:21:19 2024	1730838079	5	219	224	0
Tue Nov 05 21:21:59 2024	1730838119	4	220	224	212
Tue Nov 05 21:21:14 2024	1730838074	6	218	224	0
Tue Nov 05 21:21:52 2024	1730838112	6	218	224	0
Tue Nov 05 21:21:40 2024	1730838100	4	220	224	212
Tue Nov 05 21:21:49 2024	1730838109	5	218	224	0
Tue Nov 05 21:21:36 2024	1730838096	4	220	224	213
Tue Nov 05 21:21:34 2024	1730838094	3	221	224	213
Tue Nov 05 21:21:20 2024	1730838080	5	219	224	0
Tue Nov 05 21:21:35 2024	1730838095	6	218	224	0
Tue Nov 05 21:21:14 2024	1730838074	6	219	224	0
Tue Nov 05 21:21:29 2024	1730838089	4	221	224	214
Tue Nov 05 21:21:22 2024	1730838082	5	219	224	0
Tue Nov 05 21:21:18 2024	1730838078	4	220	224	211
Tue Nov 05 21:21:22 2024	1730838082	5	219	224	212
Tue Nov 05 21:21:07 2024	1730838067	19	205	224	0
Tue Nov 05 21:21:50 2024	1730838110	4	220	224	0
Tue Nov 05 21:21:13 2024	1730838073	5	219	224	0
Tue Nov 05 21:21:47 2024	1730838107	5	220	224	0
Tue Nov 05 21:21:16 2024	1730838076	3	221	224	213
Tue Nov 05 21:21:48 2024	1730838108	4	220	224	213
Tue Nov 05 21:21:28 2024	1730838088	5	220	224	213
Tue Nov 05 21:21:37 2024	1730838097	4	220	225	212
Tue Nov 05 21:21:05 2024	1730838065	5	219	225	213
Tue Nov 05 21:21:21 2024	1730838081	4	220	225	213
Tue Nov 05 21:21:26 2024	1730838086	4	220	225	211
Tue Nov 05 21:21:43 2024	1730838103	5	219	225	213
Tue Nov 05 21:21:41 2024	1730838101	7	218	225	0
Tue Nov 05 21:21:35 2024	1730838095	5	220	225	0
Tue Nov 05 21:21:18 2024	1730838078	4	221	225	214
Tue Nov 05 21:21:25 2024	1730838085	5	220	225	214
Tue Nov 05 21:21:43 2024	1730838103	5	220	225	0
Tue Nov 05 21:21:18 2024	1730838078	6	219	225	0
Tue Nov 05 21:21:35 2024	1730838095	4	221	225	214
Tue Nov 05 21:21:46 2024	1730838106	3	222	225	216
Tue Nov 05 21:21:51 2024	1730838111	4	221	225	0
Tue Nov 05 21:21:25 2024	1730838085	3	222	225	214
Tue Nov 05 21:21:57 2024	1730838117	6	219	225	0
Tue Nov 05 21:21:02 2024	1730838062	5	220	225	212
Tue Nov 05 21:21:17 2024	1730838077	5	220	225	216
Tue Nov 05 21:21:27 2024	1730838087	5	220	225	213
Tue Nov 05 21:21:09 2024	1730838069	4	221	225	212
Tue Nov 05 21:21:37 2024	1730838097	6	219	225	0
Tue Nov 05 21:21:38 2024	1730838098	5	221	225	215
Tue Nov 05 21:21:03 2024	1730838063	7	219	225	215
Tue Nov 05 21:21:12 2024	1730838072	3	222	225	215
Tue Nov 05 21:21:58 2024	1730838118	4	221	225	215
Tue Nov 05 21:21:07 2024	1730838067	4	221	225	215
Tue Nov 05 21:21:27 2024	1730838087	6	219	225	214
Tue Nov 05 21:22:00 2024	1730838120	5	221	225	0
Tue Nov 05 21:21:25 2024	1730838085	6	220	226	0
Tue Nov 05 21:21:12 2024	1730838072	5	221	226	0
Tue Nov 05 21:21:53 2024	1730838113	4	221	226	215
Tue Nov 05 21:21:57 2024	1730838117	5	220	226	214
Tue Nov 05 21:21:16 2024	1730838076	4	221	226	215
Tue Nov 05 21:21:23 2024	1730838083	4	222	226	214
Tue Nov 05 21:21:42 2024	1730838102	4	222	226	213
Tue Nov 05 21:21:36 2024	1730838096	5	221	226	214
Tue Nov 05 21:21:53 2024	1730838113	4	222	226	213
Tue Nov 05 21:21:05 2024	1730838065	5	221	226	212
Tue Nov 05 21:21:08 2024	1730838068	9	217	226	0
Tue Nov 05 21:21:18 2024	1730838078	3	223	226	217
Tue Nov 05 21:21:28 2024	1730838088	6	221	226	0
Tue Nov 05 21:21:49 2024	1730838109	20	206	226	0
Tue Nov 05 21:21:41 2024	1730838101	4	223	226	217
Tue Nov 05 21:21:56 2024	1730838116	7	219	226	0
Tue Nov 05 21:21:04 2024	1730838064	5	222	226	216
Tue Nov 05 21:21:19 2024	1730838079	4	222	226	214
Tue Nov 05 21:21:42 2024	1730838102	5	221	226	214
Tue Nov 05 21:21:45 2024	1730838105	5	221	226	215
Tue Nov 05 21:21:27 2024	1730838087	6	221	226	214
Tue Nov 05 21:21:28 2024	1730838088	4	223	226	214
Tue Nov 05 21:21:41 2024	1730838101	3	223	226	216
Tue Nov 05 21:21:57 2024	1730838117	4	223	227	213
Tue Nov 05 21:21:56 2024	1730838116	4	223	227	214
Tue Nov 05 21:21:04 2024	1730838064	5	222	227	215
Tue Nov 05 21:21:27 2024	1730838087	5	222	227	215
Tue Nov 05 21:21:09 2024	1730838069	5	221	227	0
Tue Nov 05 21:21:13 2024	1730838073	16	210	227	0
Tue Nov 05 21:21:36 2024	1730838096	4	223	227	215
Tue Nov 05 21:21:19 2024	1730838079	4	223	227	216
Tue Nov 05 21:21:24 2024	1730838084	6	221	227	214
Tue Nov 05 21:21:53 2024	1730838113	19	208	227	0
Tue Nov 05 21:21:57 2024	1730838117	3	224	227	215
Tue Nov 05 21:21:23 2024	1730838083	4	223	227	216
Tue Nov 05 21:21:32 2024	1730838092	5	222	227	217
Tue Nov 05 21:21:14 2024	1730838074	4	223	227	216
Tue Nov 05 21:21:56 2024	1730838116	5	222	227	213
Tue Nov 05 21:21:10 2024	1730838070	5	222	227	217
Tue Nov 05 21:21:54 2024	1730838114	4	223	227	217
Tue Nov 05 21:22:00 2024	1730838120	4	223	227	214
Tue Nov 05 21:21:36 2024	1730838096	4	223	227	216
Tue Nov 05 21:21:28 2024	1730838088	4	223	227	215
Tue Nov 05 21:21:14 2024	1730838074	4	223	227	211
Tue Nov 05 21:21:54 2024	1730838114	6	222	227	215
Tue Nov 05 21:21:36 2024	1730838096	4	223	227	214
Tue Nov 05 21:21:13 2024	1730838073	4	223	227	215
Tue Nov 05 21:21:05 2024	1730838065	4	223	227	217
Tue Nov 05 21:21:25 2024	1730838085	4	223	227	216
Tue Nov 05 21:21:22 2024	1730838082	4	223	227	214
Tue Nov 05 21:21:03 2024	1730838063	5	222	227	217
Tue Nov 05 21:21:35 2024	1730838095	4	223	227	216
Tue Nov 05 21:21:44 2024	1730838104	4	223	227	216
Tue Nov 05 21:21:38 2024	1730838098	4	223	228	216
Tue Nov 05 21:21:04 2024	1730838064	6	222	228	214
Tue Nov 05 21:21:59 2024	1730838119	4	223	228	216
Tue Nov 05 21:21:28 2024	1730838088	6	222	228	215
Tue Nov 05 21:21:06 2024	1730838066	4	224	228	213
Tue Nov 05 21:21:32 2024	1730838092	5	222	228	216
Tue Nov 05 21:21:57 2024	1730838117	3	225	228	218
Tue Nov 05 21:21:15 2024	1730838075	3	225	228	218
Tue Nov 05 21:21:23 2024	1730838083	5	223	228	216
Tue Nov 05 21:21:05 2024	1730838065	4	224	228	217
Tue Nov 05 21:21:36 2024	1730838096	5	223	228	216
Tue Nov 05 21:21:21 2024	1730838081	3	225	228	215
Tue Nov 05 21:21:13 2024	1730838073	4	224	228	216
Tue Nov 05 21:21:26 2024	1730838086	4	224	228	217
Tue Nov 05 21:21:52 2024	1730838112	5	223	228	215
Tue Nov 05 21:21:07 2024	1730838067	5	223	228	213
Tue Nov 05 21:21:21 2024	1730838081	6	222	228	217
Tue Nov 05 21:21:14 2024	1730838074	6	222	228	213
Tue Nov 05 21:21:51 2024	1730838111	6	222	228	214
Tue Nov 05 21:21:42 2024	1730838102	3	225	228	217
Tue Nov 05 21:21:09 2024	1730838069	5	223	228	215
Tue Nov 05 21:21:59 2024	1730838119	6	222	228	215
Tue Nov 05 21:21:11 2024	1730838071	4	224	228	218
Tue Nov 05 21:21:24 2024	1730838084	5	223	228	213
Tue Nov 05 21:21:17 2024	1730838077	4	224	228	216
Tue Nov 05 21:21:46 2024	1730838106	5	223	228	217
Tue Nov 05 21:21:53 2024	1730838113	18	210	228	0
Tue Nov 05 21:21:33 2024	1730838093	4	224	228	218
Tue Nov 05 21:21:55 2024	1730838115	4	225	228	217
Tue Nov 05 21:21:26 2024	1730838086	5	223	229	214
Tue Nov 05 21:21:35 2024	1730838095	5	224	229	216
Tue Nov 05 21:21:56 2024	1730838116	4	225	229	217
Tue Nov 05 21:21:41 2024	1730838101	6	223	229	0
Tue Nov 05 21:21:34 2024	1730838094	6	223	229	0
Tue Nov 05 21:21:23 2024	1730838083	5	224	229	216
Tue Nov 05 21:21:58 2024	1730838118	4	225	229	217
Tue Nov 05 21:21:36 2024	1730838096	4	224	229	219
Tue Nov 05 21:21:48 2024	1730838108	5	224	229	216
Tue Nov 05 21:21:28 2024	1730838088	6	223	229	216
Tue Nov 05 21:21:22 2024	1730838082	5	224	229	218
Tue Nov 05 21:21:29 2024	1730838089	4	225	229	217
Tue Nov 05 21:21:16 2024	1730838076	4	225	229	215
Tue Nov 05 21:22:00 2024	1730838120	5	224	229	217
Tue Nov 05 21:21:28 2024	1730838088	4	226	229	217
Tue Nov 05 21:21:10 2024	1730838070	19	211	229	0
Tue Nov 05 21:21:51 2024	1730838111	4	225	229	217
Tue Nov 05 21:21:27 2024	1730838087	4	226	229	218
Tue Nov 05 21:21:35 2024	1730838095	5	225	229	219
Tue Nov 05 21:21:54 2024	1730838114	4	225	229	216
Tue Nov 05 21:21:14 2024	1730838074	18	211	229	0
Tue Nov 05 21:21:09 2024	1730838069	6	223	229	217
Tue Nov 05 21:21:37 2024	1730838097	5	225	229	219
Tue Nov 05 21:21:21 2024	1730838081	5	224	229	217
Tue Nov 05 21:21:26 2024	1730838086	20	210	230	0
Tue Nov 05 21:21:29 2024	1730838089	6	224	230	217
Tue Nov 05 21:21:12 2024	1730838072	5	224	230	217
Tue Nov 05 21:21:19 2024	1730838079	4	225	230	219
Tue Nov 05 21:21:41 2024	1730838101	4	225	230	216
Tue Nov 05 21:21:42 2024	1730838102	5	225	230	219
Tue Nov 05 21:21:42 2024	1730838102	5	224	230	218
Tue Nov 05 21:22:00 2024	1730838120	3	227	230	221
Tue Nov 05 21:21:12 2024	1730838072	6	224	230	218
Tue Nov 05 21:21:37 2024	1730838097	17	213	230	0
Tue Nov 05 21:21:55 2024	1730838115	5	225	230	218
Tue Nov 05 21:21:10 2024	1730838070	6	224	230	218
Tue Nov 05 21:21:10 2024	1730838070	5	225	230	216
Tue Nov 05 21:21:17 2024	1730838077	5	225	230	216
Tue Nov 05 21:21:06 2024	1730838066	4	226	230	219
Tue Nov 05 21:21:24 2024	1730838084	4	227	230	220
Tue Nov 05 21:21:13 2024	1730838073	6	225	230	219
Tue Nov 05 21:21:21 2024	1730838081	19	211	230	0
Tue Nov 05 21:21:47 2024	1730838107	4	226	230	219
Tue Nov 05 21:21:14 2024	1730838074	4	227	230	216
Tue Nov 05 21:21:41 2024	1730838101	6	225	230	219
Tue Nov 05 21:21:18 2024	1730838078	5	226	230	218
Tue Nov 05 21:21:22 2024	1730838082	5	226	231	217
Tue Nov 05 21:21:22 2024	1730838082	23	207	231	0
Tue Nov 05 21:21:52 2024	1730838112	4	226	231	219
Tue Nov 05 21:21:53 2024	1730838113	4	226	231	216
Tue Nov 05 21:21:26 2024	1730838086	5	226	231	218
Tue Nov 05 21:21:25 2024	1730838085	4	227	231	220
Tue Nov 05 21:21:21 2024	1730838081	4	227	231	217
Tue Nov 05 21:21:09 2024	1730838069	7	224	231	215
Tue Nov 05 21:21:33 2024	1730838093	19	212	231	0
Tue Nov 05 21:21:40 2024	1730838100	5	226	231	220
Tue Nov 05 21:21:26 2024	1730838086	6	225	231	218
Tue Nov 05 21:21:40 2024	1730838100	5	226	231	219
Tue Nov 05 21:21:43 2024	1730838103	6	226	231	216
Tue Nov 05 21:21:57 2024	1730838117	4	227	231	218
Tue Nov 05 21:21:47 2024	1730838107	19	212	231	0
Tue Nov 05 21:21:22 2024	1730838082	22	209	231	0
Tue Nov 05 21:21:52 2024	1730838112	5	227	231	217
Tue Nov 05 21:21:21 2024	1730838081	5	226	231	218
Tue Nov 05 21:21:54 2024	1730838114	5	226	232	220
Tue Nov 05 21:21:29 2024	1730838089	5	226	232	221
Tue Nov 05 21:21:49 2024	1730838109	6	226	232	217
Tue Nov 05 21:21:47 2024	1730838107	4	227	232	219
Tue Nov 05 21:21:53 2024	1730838113	4	228	232	220
Tue Nov 05 21:21:13 2024	1730838073	4	227	232	221
Tue Nov 05 21:21:36 2024	1730838096	5	227	232	222
Tue Nov 05 21:22:00 2024	1730838120	5	227	232	219
Tue Nov 05 21:21:53 2024	1730838113	5	226	232	220
Tue Nov 05 21:21:43 2024	1730838103	6	226	232	214
Tue Nov 05 21:21:26 2024	1730838086	5	227	232	221
Tue Nov 05 21:21:17 2024	1730838077	6	226	232	217
Tue Nov 05 21:21:38 2024	1730838098	6	226	232	215
Tue Nov 05 21:21:19 2024	1730838079	5	227	232	218
Tue Nov 05 21:21:36 2024	1730838096	5	227	232	218
Tue Nov 05 21:21:57 2024	1730838117	14	218	232	0
Tue Nov 05 21:21:58 2024	1730838118	4	228	232	220
Tue Nov 05 21:21:45 2024	1730838105	5	227	232	220
Tue Nov 05 21:21:19 2024	1730838079	6	226	232	218
Tue Nov 05 21:21:56 2024	1730838116	5	227	232	219
Tue Nov 05 21:21:22 2024	1730838082	4	228	232	220
Tue Nov 05 21:21:26 2024	1730838086	5	227	232	222
Tue Nov 05 21:21:23 2024	1730838083	4	228	232	220
Tue Nov 05 21:21:17 2024	1730838077	6	226	232	220
Tue Nov 05 21:21:12 2024	1730838072	5	227	232	221
Tue Nov 05 21:21:24 2024	1730838084	16	216	232	210
Tue Nov 05 21:21:39 2024	1730838099	21	212	232	210
Tue Nov 05 21:21:12 2024	1730838072	5	227	232	220
Tue Nov 05 21:21:33 2024	1730838093	4	228	232	221
Tue Nov 05 21:21:43 2024	1730838103	5	227	232	221
Tue Nov 05 21:21:39 2024	1730838099	6	226	233	219
Tue Nov 05 21:21:34 2024	1730838094	5	228	233	218
Tue Nov 05 21:21:09 2024	1730838069	6	226	233	218
Tue Nov 05 21:21:25 2024	1730838085	6	226	233	221
Tue Nov 05 21:21:03 2024	1730838063	5	228	233	220
Tue Nov 05 21:21:37 2024	1730838097	5	227	233	217
Tue Nov 05 21:21:19 2024	1730838079	19	214	233	0
Tue Nov 05 21:21:34 2024	1730838094	5	227	233	220
Tue Nov 05 21:21:14 2024	1730838074	3	230	233	221
Tue Nov 05 21:21:43 2024	1730838103	4	228	233	219
Tue Nov 05 21:21:19 2024	1730838079	21	212	233	0
Tue Nov 05 21:21:57 2024	1730838117	4	229	233	219
Tue Nov 05 21:21:49 2024	1730838109	4	228	233	221
Tue Nov 05 21:21:48 2024	1730838108	5	228	233	220
Tue Nov 05 21:21:15 2024	1730838075	19	214	233	0
Tue Nov 05 21:21:30 2024	1730838090	3	230	233	220
Tue Nov 05 21:21:07 2024	1730838067	6	228	233	220
Tue Nov 05 21:21:32 2024	1730838092	5	229	233	221
Tue Nov 05 21:21:36 2024	1730838096	6	228	234	220
Tue Nov 05 21:21:43 2024	1730838103	4	229	234	217
Tue Nov 05 21:21:51 2024	1730838111	6	228	234	220
Tue Nov 05 21:21:31 2024	1730838091	17	216	234	210
Tue Nov 05 21:22:00 2024	1730838120	5	228	234	221
Tue Nov 05 21:21:58 2024	1730838118	5	229	234	218
Tue Nov 05 21:21:49 2024	1730838109	6	228	234	217
Tue Nov 05 21:21:06 2024	1730838066	6	228	234	221
Tue Nov 05 21:21:50 2024	1730838110	5	229	234	220
Tue Nov 05 21:21:03 2024	1730838063	6	228	234	220
Tue Nov 05 21:21:20 2024	1730838080	5	229	234	220
Tue Nov 05 21:21:30 2024	1730838090	7	227	234	219
Tue Nov 05 21:21:17 2024	1730838077	4	230	234	218
Tue Nov 05 21:21:08 2024	1730838068	8	226	234	219
Tue Nov 05 21:21:59 2024	1730838119	5	229	234	222
Tue Nov 05 21:21:49 2024	1730838109	20	214	234	0
Tue Nov 05 21:21:14 2024	1730838074	4	230	234	222
Tue Nov 05 21:21:21 2024	1730838081	4	230	235	223
Tue Nov 05 21:21:06 2024	1730838066	6	228	235	221
Tue Nov 05 21:21:16 2024	1730838076	5	230	235	221
Tue Nov 05 21:21:26 2024	1730838086	6	229	235	222
Tue Nov 05 21:21:31 2024	1730838091	4	230	235	222
Tue Nov 05 21:21:23 2024	1730838083	6	229	235	220
Tue Nov 05 21:21:14 2024	1730838074	5	230	235	218
Tue Nov 05 21:21:35 2024	1730838095	5	230	235	223
Tue Nov 05 21:21:07 2024	1730838067	4	231	235	222
Tue Nov 05 21:21:25 2024	1730838085	20	215	235	0
Tue Nov 05 21:21:17 2024	1730838077	6	229	235	218
Tue Nov 05 21:21:53 2024	1730838113	5	230	235	221
Tue Nov 05 21:21:17 2024	1730838077	6	229	235	219
Tue Nov 05 21:21:39 2024	1730838099	6	229	235	221
Tue Nov 05 21:21:10 2024	1730838070	22	213	235	0
Tue Nov 05 21:21:52 2024	1730838112	6	229	235	221
Tue Nov 05 21:21:37 2024	1730838097	5	231	236	221
Tue Nov 05 21:21:14 2024	1730838074	5	230	236	222
Tue Nov 05 21:21:42 2024	1730838102	5	231	236	221
Tue Nov 05 21:21:26 2024	1730838086	4	231	236	222
Tue Nov 05 21:21:39 2024	1730838099	26	210	236	0
Tue Nov 05 21:21:42 2024	1730838102	4	231	236	221
Tue Nov 05 21:21:57 2024	1730838117	3	233	236	220
Tue Nov 05 21:21:43 2024	1730838103	6	230	236	220
Tue Nov 05 21:21:09 2024	1730838069	5	231	236	226
Tue Nov 05 21:21:46 2024	1730838106	5	232	236	223
Tue Nov 05 21:21:21 2024	1730838081	5	232	236	224
Tue Nov 05 21:21:08 2024	1730838068	7	229	237	223
Tue Nov 05 21:21:41 2024	1730838101	4	233	237	225
Tue Nov 05 21:21:33 2024	1730838093	6	230	237	224
Tue Nov 05 21:21:15 2024	1730838075	5	231	237	223
Tue Nov 05 21:21:58 2024	1730838118	5	231	237	220
Tue Nov 05 21:21:40 2024	1730838100	5	232	237	224
Tue Nov 05 21:21:10 2024	1730838070	25	212	237	0
Tue Nov 05 21:21:06 2024	1730838066	5	232	237	224
Tue Nov 05 21:21:17 2024	1730838077	5	232	237	224
Tue Nov 05 21:21:45 2024	1730838105	5	232	237	226
Tue Nov 05 21:21:35 2024	1730838095	5	233	237	222
Tue Nov 05 21:21:39 2024	1730838099	23	214	237	0
Tue Nov 05 21:21:03 2024	1730838063	4	233	238	226
Tue Nov 05 21:21:25 2024	1730838085	6	232	238	223
Tue Nov 05 21:21:03 2024	1730838063	5	233	238	225
Tue Nov 05 21:21:26 2024	1730838086	4	234	238	226
Tue Nov 05 21:21:50 2024	1730838110	6	233	238	222
Tue Nov 05 21:21:02 2024	1730838062	22	217	239	0
Tue Nov 05 21:21:51 2024	1730838111	20	219	239	213
Tue Nov 05 21:21:04 2024	1730838064	8	231	239	221
Tue Nov 05 21:21:52 2024	1730838112	7	232	239	224
Tue Nov 05 21:21:28 2024	1730838088	5	234	239	225
Tue Nov 05 21:21:49 2024	1730838109	7	232	239	220
Tue Nov 05 21:21:17 2024	1730838077	8	231	239	224
Tue Nov 05 21:21:19 2024	1730838079	19	220	239	213
Tue Nov 05 21:21:05 2024	1730838065	25	216	241	210
Tue Nov 05 21:21:14 2024	1730838074	7	234	241	227
Tue Nov 05 21:21:59 2024	1730838119	15	226	241	213
Tue Nov 05 21:21:33 2024	1730838093	19	223	241	214
Tue Nov 05 21:21:53 2024	1730838113	5	236	241	227
Tue Nov 05 21:21:20 2024	1730838080	22	219	242	212
Tue Nov 05 21:21:49 2024	1730838109	19	223	242	216
Tue Nov 05 21:21:09 2024	1730838069	18	224	242	217
Tue Nov 05 21:21:37 2024	1730838097	23	219	242	215
Tue Nov 05 21:21:30 2024	1730838090	19	223	243	216
Tue Nov 05 21:21:08 2024	1730838068	10	233	243	223
Tue Nov 05 21:21:57 2024	1730838117	20	223	243	217
Tue Nov 05 21:21:45 2024	1730838105	20	224	244	214
Tue Nov 05 21:21:49 2024	1730838109	17	226	244	219
Tue Nov 05 21:21:45 2024	1730838105	20	224	244	216
Tue Nov 05 21:21:56 2024	1730838116	24	220	244	213
Tue Nov 05 21:21:46 2024	1730838106	21	224	244	217
Tue Nov 05 21:21:51 2024	1730838111	4	241	244	8
Tue Nov 05 21:21:05 2024	1730838065	19	225	245	220
Tue Nov 05 21:21:10 2024	1730838070	21	225	245	217
Tue Nov 05 21:21:57 2024	1730838117	21	224	245	215
Tue Nov 05 21:21:46 2024	1730838106	22	223	245	216
Tue Nov 05 21:21:32 2024	1730838092	21	225	246	218
Tue Nov 05 21:21:20 2024	1730838080	22	225	247	218
Tue Nov 05 21:21:21 2024	1730838081	19	229	247	219
Tue Nov 05 21:21:26 2024	1730838086	22	226	248	216
Tue Nov 05 21:21:23 2024	1730838083	20	228	248	220
Tue Nov 05 21:21:59 2024	1730838119	24	224	248	214
Tue Nov 05 21:21:54 2024	1730838114	19	229	249	222
Tue Nov 05 21:21:32 2024	1730838092	10	241	251	227
Tue Nov 05 21:21:52 2024	1730838112	19	233	252	223
Tue Nov 05 21:21:07 2024	1730838067	21	231	252	222
Tue Nov 05 21:21:03 2024	1730838063	5	258	263	0
Tue Nov 05 21:21:01 2024	1730838061	1	265	266	2
Tue Nov 05 21:21:02 2024	1730838062	19	268	286	0
Tue Nov 05 21:21:04 2024	1730838064	66	226	292	220
Tue Nov 05 21:21:02 2024	1730838062	5	294	299	287
Tue Nov 05 21:21:01 2024	1730838061	5	296	301	287
Tue Nov 05 21:21:11 2024	1730838071	3	301	304	6
Tue Nov 05 21:21:02 2024	1730838062	4	308	312	6
Tue Nov 05 21:21:02 2024	1730838062	8	312	319	0
Tue Nov 05 21:21:07 2024	1730838067	4	356	361	353
Tue Nov 05 21:21:01 2024	1730838061	111	346	457	0
Tue Nov 05 21:21:01 2024	1730838061	107	351	458	0
Tue Nov 05 21:21:01 2024	1730838061	113	355	468	349
Tue Nov 05 21:21:01 2024	1730838061	113	356	469	351
Tue Nov 05 21:21:01 2024	1730838061	115	382	497	0
Tue Nov 05 21:21:01 2024	1730838061	116	390	506	383
Tue Nov 05 21:21:20 2024	1730838080	4	626	630	0
Tue Nov 05 21:21:49 2024	1730838109	3	629	632	0
Tue Nov 05 21:21:28 2024	1730838088	2	634	637	626
Tue Nov 05 21:21:22 2024	1730838082	5	633	637	0
Tue Nov 05 21:21:51 2024	1730838111	5	634	639	0
Tue Nov 05 21:21:12 2024	1730838072	4	635	639	629
Tue Nov 05 21:21:24 2024	1730838084	4	636	640	630
Tue Nov 05 21:21:34 2024	1730838094	4	637	641	629
Tue Nov 05 21:21:54 2024	1730838114	3	638	641	632
Tue Nov 05 21:21:46 2024	1730838106	4	638	643	630
Tue Nov 05 21:21:30 2024	1730838090	3	640	643	0
