starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 05 21:21:28 2024	1730838088	4	4	8	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	8	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	8	0
Tue Nov 05 21:21:56 2024	1730838116	4	4	8	0
Tue Nov 05 21:21:28 2024	1730838088	3	6	8	0
Tue Nov 05 21:21:47 2024	1730838107	4	5	8	0
Tue Nov 05 21:21:02 2024	1730838062	4	4	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:09 2024	1730838069	4	4	8	0
Tue Nov 05 21:21:30 2024	1730838090	4	4	8	0
Tue Nov 05 21:21:43 2024	1730838103	2	6	8	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	8	0
Tue Nov 05 21:21:54 2024	1730838114	3	5	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	8	0
Tue Nov 05 21:21:31 2024	1730838091	4	4	8	0
Tue Nov 05 21:21:57 2024	1730838117	4	5	8	0
Tue Nov 05 21:21:33 2024	1730838093	5	4	8	0
Tue Nov 05 21:21:15 2024	1730838075	4	4	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:02 2024	1730838062	5	4	8	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	8	0
Tue Nov 05 21:21:48 2024	1730838108	4	5	8	0
Tue Nov 05 21:21:11 2024	1730838071	4	5	8	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	8	0
Tue Nov 05 21:21:33 2024	1730838093	4	5	8	0
Tue Nov 05 21:21:16 2024	1730838076	4	5	8	0
Tue Nov 05 21:21:54 2024	1730838114	3	5	8	0
Tue Nov 05 21:21:50 2024	1730838110	4	4	8	0
Tue Nov 05 21:21:54 2024	1730838114	2	7	8	0
Tue Nov 05 21:21:02 2024	1730838062	4	4	8	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	8	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	8	0
Tue Nov 05 21:21:35 2024	1730838095	4	5	8	0
Tue Nov 05 21:21:13 2024	1730838073	4	5	8	0
Tue Nov 05 21:21:14 2024	1730838074	5	4	8	0
Tue Nov 05 21:21:56 2024	1730838116	4	5	8	0
Tue Nov 05 21:21:10 2024	1730838070	4	5	8	0
Tue Nov 05 21:21:24 2024	1730838084	4	5	8	0
Tue Nov 05 21:21:18 2024	1730838078	4	5	8	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	8	0
Tue Nov 05 21:21:10 2024	1730838070	4	4	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:26 2024	1730838086	4	5	8	0
Tue Nov 05 21:21:02 2024	1730838062	4	4	8	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	8	0
Tue Nov 05 21:21:15 2024	1730838075	4	5	8	0
Tue Nov 05 21:21:43 2024	1730838103	3	5	8	0
Tue Nov 05 21:21:07 2024	1730838067	4	4	8	0
Tue Nov 05 21:21:21 2024	1730838081	4	5	8	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	8	0
Tue Nov 05 21:21:31 2024	1730838091	4	4	8	0
Tue Nov 05 21:21:28 2024	1730838088	4	4	8	0
Tue Nov 05 21:21:17 2024	1730838077	3	5	8	0
Tue Nov 05 21:21:22 2024	1730838082	4	4	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	5	8	0
Tue Nov 05 21:21:32 2024	1730838092	5	3	8	0
Tue Nov 05 21:21:55 2024	1730838115	4	4	8	0
Tue Nov 05 21:21:49 2024	1730838109	2	7	8	3
Tue Nov 05 21:21:11 2024	1730838071	4	4	8	0
Tue Nov 05 21:21:18 2024	1730838078	4	4	8	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	8	0
Tue Nov 05 21:21:10 2024	1730838070	4	5	8	0
Tue Nov 05 21:21:02 2024	1730838062	4	4	8	0
Tue Nov 05 21:21:14 2024	1730838074	4	5	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	5	8	0
Tue Nov 05 21:21:59 2024	1730838119	4	4	8	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:49 2024	1730838109	4	4	8	0
Tue Nov 05 21:21:54 2024	1730838114	4	4	8	0
Tue Nov 05 21:21:32 2024	1730838092	4	4	8	0
Tue Nov 05 21:21:40 2024	1730838100	3	6	8	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	8	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	8	0
Tue Nov 05 21:21:24 2024	1730838084	4	5	8	0
Tue Nov 05 21:21:03 2024	1730838063	4	5	8	0
Tue Nov 05 21:21:13 2024	1730838073	4	4	8	0
Tue Nov 05 21:21:22 2024	1730838082	4	5	8	0
Tue Nov 05 21:21:10 2024	1730838070	4	4	8	0
Tue Nov 05 21:21:08 2024	1730838068	4	4	8	0
Tue Nov 05 21:21:02 2024	1730838062	4	4	8	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	8	0
Tue Nov 05 21:21:54 2024	1730838114	4	5	8	0
Tue Nov 05 21:21:51 2024	1730838111	4	4	8	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	8	0
Tue Nov 05 21:21:33 2024	1730838093	4	4	8	0
Tue Nov 05 21:21:30 2024	1730838090	4	4	8	0
Tue Nov 05 21:21:10 2024	1730838070	4	5	8	0
Tue Nov 05 21:21:54 2024	1730838114	4	4	8	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	8	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	8	0
Tue Nov 05 21:21:31 2024	1730838091	4	4	8	0
Tue Nov 05 21:21:09 2024	1730838069	4	5	8	0
Tue Nov 05 21:21:17 2024	1730838077	3	5	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:33 2024	1730838093	4	4	8	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	8	0
Tue Nov 05 21:21:16 2024	1730838076	4	5	8	0
Tue Nov 05 21:21:57 2024	1730838117	4	5	8	0
Tue Nov 05 21:21:19 2024	1730838079	4	4	9	0
Tue Nov 05 21:21:13 2024	1730838073	4	4	9	0
Tue Nov 05 21:21:29 2024	1730838089	4	5	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:15 2024	1730838075	4	5	9	0
Tue Nov 05 21:21:13 2024	1730838073	4	5	9	0
Tue Nov 05 21:21:28 2024	1730838088	4	4	9	0
Tue Nov 05 21:21:02 2024	1730838062	4	5	9	0
Tue Nov 05 21:21:26 2024	1730838086	4	4	9	0
Tue Nov 05 21:21:08 2024	1730838068	3	5	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:37 2024	1730838097	4	4	9	0
Tue Nov 05 21:21:34 2024	1730838094	4	5	9	0
Tue Nov 05 21:21:08 2024	1730838068	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:54 2024	1730838114	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	9	0
Tue Nov 05 21:21:30 2024	1730838090	4	5	9	0
Tue Nov 05 21:21:39 2024	1730838099	5	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	5	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:10 2024	1730838070	5	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:02 2024	1730838062	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:38 2024	1730838098	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:51 2024	1730838111	4	5	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	5	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:25 2024	1730838085	4	5	9	0
Tue Nov 05 21:21:32 2024	1730838092	4	5	9	0
Tue Nov 05 21:21:28 2024	1730838088	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	5	9	0
Tue Nov 05 21:21:30 2024	1730838090	4	5	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	5	9	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	9	0
Tue Nov 05 21:21:11 2024	1730838071	3	6	9	0
Tue Nov 05 21:21:19 2024	1730838079	4	4	9	0
Tue Nov 05 21:21:51 2024	1730838111	4	5	9	0
Tue Nov 05 21:21:36 2024	1730838096	3	5	9	0
Tue Nov 05 21:21:41 2024	1730838101	3	6	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:29 2024	1730838089	4	4	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:53 2024	1730838113	4	5	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:46 2024	1730838106	4	4	9	0
Tue Nov 05 21:21:51 2024	1730838111	4	4	9	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:10 2024	1730838070	4	5	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:05 2024	1730838065	4	5	9	0
Tue Nov 05 21:21:35 2024	1730838095	3	5	9	0
Tue Nov 05 21:21:17 2024	1730838077	4	4	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:09 2024	1730838069	4	4	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	5	9	0
Tue Nov 05 21:21:46 2024	1730838106	4	5	9	0
Tue Nov 05 21:21:59 2024	1730838119	4	5	9	0
Tue Nov 05 21:21:17 2024	1730838077	4	4	9	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:10 2024	1730838070	4	5	9	0
Tue Nov 05 21:21:30 2024	1730838090	4	4	9	0
Tue Nov 05 21:21:37 2024	1730838097	4	4	9	0
Tue Nov 05 21:21:57 2024	1730838117	3	5	9	0
Tue Nov 05 21:21:07 2024	1730838067	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:58 2024	1730838118	4	5	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	5	9	0
Tue Nov 05 21:21:49 2024	1730838109	4	5	9	0
Tue Nov 05 21:21:28 2024	1730838088	4	5	9	0
Tue Nov 05 21:21:53 2024	1730838113	4	5	9	0
Tue Nov 05 21:21:16 2024	1730838076	4	5	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	5	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:30 2024	1730838090	6	3	9	0
Tue Nov 05 21:21:32 2024	1730838092	5	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	5	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	5	9	0
Tue Nov 05 21:21:52 2024	1730838112	5	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:07 2024	1730838067	3	5	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:49 2024	1730838109	4	4	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:29 2024	1730838089	4	5	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:07 2024	1730838067	4	5	9	0
Tue Nov 05 21:21:28 2024	1730838088	3	6	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	9	0
Tue Nov 05 21:21:29 2024	1730838089	4	4	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	9	0
Tue Nov 05 21:21:02 2024	1730838062	4	5	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	5	9	0
Tue Nov 05 21:21:22 2024	1730838082	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	5	9	0
Tue Nov 05 21:21:46 2024	1730838106	4	5	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	9	0
Tue Nov 05 21:21:10 2024	1730838070	4	5	9	0
Tue Nov 05 21:21:29 2024	1730838089	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:22 2024	1730838082	4	5	9	0
Tue Nov 05 21:21:05 2024	1730838065	3	6	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	4	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	5	9	0
Tue Nov 05 21:21:44 2024	1730838104	5	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:10 2024	1730838070	5	4	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	4	9	0
Tue Nov 05 21:21:37 2024	1730838097	4	5	9	0
Tue Nov 05 21:21:58 2024	1730838118	4	5	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	5	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:11 2024	1730838071	4	5	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:29 2024	1730838089	4	5	9	0
Tue Nov 05 21:21:32 2024	1730838092	4	5	9	0
Tue Nov 05 21:21:17 2024	1730838077	2	6	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	5	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	5	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:28 2024	1730838088	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:55 2024	1730838115	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	5	9	0
Tue Nov 05 21:21:12 2024	1730838072	4	5	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	5	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	5	9	0
Tue Nov 05 21:21:46 2024	1730838106	4	5	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:32 2024	1730838092	4	5	9	0
Tue Nov 05 21:21:46 2024	1730838106	4	4	9	0
Tue Nov 05 21:21:56 2024	1730838116	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:12 2024	1730838072	4	5	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	5	9	0
Tue Nov 05 21:21:18 2024	1730838078	4	5	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	3	5	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:30 2024	1730838090	4	5	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:43 2024	1730838103	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:45 2024	1730838105	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:09 2024	1730838069	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	5	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:09 2024	1730838069	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	5	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	5	9	0
Tue Nov 05 21:21:35 2024	1730838095	3	5	9	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	9	0
Tue Nov 05 21:21:19 2024	1730838079	4	4	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	5	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:02 2024	1730838062	4	5	9	0
Tue Nov 05 21:21:04 2024	1730838064	4	4	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:28 2024	1730838088	4	4	9	0
Tue Nov 05 21:21:27 2024	1730838087	3	5	9	0
Tue Nov 05 21:21:35 2024	1730838095	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:29 2024	1730838089	4	4	9	0
Tue Nov 05 21:21:54 2024	1730838114	4	5	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	9	0
Tue Nov 05 21:21:28 2024	1730838088	4	5	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	5	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:49 2024	1730838109	3	6	9	0
Tue Nov 05 21:21:09 2024	1730838069	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:30 2024	1730838090	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:54 2024	1730838114	4	5	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:57 2024	1730838117	3	5	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:51 2024	1730838111	4	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:26 2024	1730838086	4	5	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:37 2024	1730838097	4	4	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	4	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:10 2024	1730838070	4	5	9	0
Tue Nov 05 21:21:33 2024	1730838093	4	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:21 2024	1730838081	3	6	9	0
Tue Nov 05 21:21:09 2024	1730838069	4	4	9	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:55 2024	1730838115	4	5	9	0
Tue Nov 05 21:21:17 2024	1730838077	2	6	9	0
Tue Nov 05 21:21:55 2024	1730838115	4	4	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:54 2024	1730838114	6	3	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	5	9	0
Tue Nov 05 21:21:10 2024	1730838070	4	5	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	5	9	0
Tue Nov 05 21:21:57 2024	1730838117	4	5	9	0
Tue Nov 05 21:21:13 2024	1730838073	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:23 2024	1730838083	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	4	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	5	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	5	9	0
Tue Nov 05 21:21:26 2024	1730838086	5	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	5	9	0
Tue Nov 05 21:21:50 2024	1730838110	4	5	9	0
Tue Nov 05 21:21:16 2024	1730838076	4	4	9	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	9	0
Tue Nov 05 21:21:46 2024	1730838106	4	5	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:26 2024	1730838086	4	4	9	0
Tue Nov 05 21:21:08 2024	1730838068	4	5	9	0
Tue Nov 05 21:21:22 2024	1730838082	4	5	9	0
Tue Nov 05 21:21:25 2024	1730838085	4	5	9	0
Tue Nov 05 21:21:22 2024	1730838082	3	6	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:22 2024	1730838082	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:40 2024	1730838100	4	4	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:21 2024	1730838081	4	5	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:11 2024	1730838071	5	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:06 2024	1730838066	4	4	9	0
Tue Nov 05 21:21:30 2024	1730838090	4	5	9	0
Tue Nov 05 21:21:41 2024	1730838101	3	6	9	0
Tue Nov 05 21:21:14 2024	1730838074	4	4	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:41 2024	1730838101	4	4	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	5	9	0
Tue Nov 05 21:21:16 2024	1730838076	4	5	9	0
Tue Nov 05 21:21:09 2024	1730838069	4	4	9	0
Tue Nov 05 21:21:47 2024	1730838107	4	4	9	0
Tue Nov 05 21:21:26 2024	1730838086	3	6	9	0
Tue Nov 05 21:21:03 2024	1730838063	4	4	9	0
Tue Nov 05 21:21:39 2024	1730838099	4	4	9	0
Tue Nov 05 21:21:10 2024	1730838070	4	4	9	0
Tue Nov 05 21:21:46 2024	1730838106	4	5	9	0
Tue Nov 05 21:21:05 2024	1730838065	4	5	9	0
Tue Nov 05 21:21:44 2024	1730838104	4	5	9	0
Tue Nov 05 21:21:48 2024	1730838108	4	4	9	0
Tue Nov 05 21:21:24 2024	1730838084	4	4	9	0
